date,subway_ridership,subway_pct_baseline,bus_ridership,bus_pct_baseline,lirr_ridership,lirr_pct_baseline,metro_north_ridership,metro_north_pct_baseline,access_ride_trips,access_ride_pct_baseline,bridges_tunnels_traffic,bridges_tunnels_pct_baseline,staten_island_ridership,staten_island_pct_baseline,is_covid,is_weekend,day_of_week,is_holiday,day_name,is_outlier
2022-07-28,3151913,60.0,1332113,64.0,173264,55.0,156936,55.0,24413,86.0,974290,101.0,6421,47.0,0,0,3,0,Thursday,0
2022-07-29,2932846,56.0,1260714,61.0,166723,53.0,147568,52.0,23697,84.0,979719,102.0,5532,40.0,0,0,4,0,Friday,0
2022-07-30,2074421,73.0,893846,66.0,89426,70.0,96840,63.0,15068,95.0,954809,103.0,56,1.0,0,1,5,0,Saturday,0
2022-07-31,1649097,71.0,693700,63.0,77991,74.0,78953,74.0,14046,85.0,929822,105.0,3,0.0,0,1,6,0,Sunday,0
2022-08-01,2739262,53.0,1240007,61.0,151752,49.0,138431,51.0,22892,82.0,904119,93.0,5673,42.0,0,0,0,0,Monday,0
2022-08-02,3070101,60.0,1346324,67.0,173023,55.0,158236,58.0,24865,89.0,919127,95.0,6452,48.0,0,0,1,0,Tuesday,0
2022-08-03,3124038,61.0,1367848,68.0,173751,56.0,158305,58.0,26785,96.0,947338,97.0,6170,46.0,0,0,2,0,Wednesday,0
2022-08-04,3049076,59.0,1323229,66.0,174491,56.0,147770,54.0,25326,91.0,976459,100.0,5409,40.0,0,0,3,0,Thursday,0
2022-08-05,2822155,55.0,1260961,62.0,161323,52.0,129376,47.0,23824,85.0,976443,100.0,4754,36.0,0,0,4,0,Friday,0
2022-08-06,1999580,68.0,865676,63.0,95704,72.0,84495,56.0,14893,90.0,944842,99.0,33,1.0,0,1,5,0,Saturday,0
2022-08-07,1542311,65.0,670866,61.0,78449,75.0,66242,64.0,14367,80.0,882525,96.0,153,4.0,0,1,6,0,Sunday,0
2022-08-08,2705428,53.0,1276524,63.0,165363,53.0,137457,50.0,22965,82.0,926426,95.0,5496,41.0,0,0,0,0,Monday,0
2022-08-09,3013784,59.0,1308034,65.0,173284,55.0,151624,56.0,25056,90.0,922400,95.0,5935,44.0,0,0,1,0,Tuesday,0
2022-08-10,3134434,61.0,1347916,67.0,178656,57.0,147931,54.0,26098,93.0,948711,98.0,6117,46.0,0,0,2,0,Wednesday,0
2022-08-11,3093548,60.0,1315101,65.0,171390,55.0,146019,54.0,25553,91.0,966856,99.0,5842,44.0,0,0,3,0,Thursday,0
2022-08-12,2963913,58.0,1273620,63.0,175220,56.0,137578,50.0,24849,89.0,996504,103.0,5422,41.0,0,0,4,0,Friday,0
2022-08-13,2089217,71.0,878499,64.0,103227,77.0,89569,59.0,15889,96.0,953867,100.0,1632,35.0,0,1,5,0,Saturday,0
2022-08-14,1677803,70.0,692644,63.0,88242,85.0,72900,70.0,14492,81.0,931953,101.0,1339,37.0,0,1,6,0,Sunday,0
2022-08-15,2768347,54.0,1234308,61.0,161519,52.0,144170,53.0,23199,83.0,921408,95.0,5395,40.0,0,0,0,0,Monday,0
2022-08-16,3045892,59.0,1288800,64.0,173651,56.0,157888,58.0,24994,89.0,919835,95.0,6228,47.0,0,0,1,0,Tuesday,0
2022-08-17,3074027,60.0,1284966,64.0,172248,55.0,155815,57.0,25904,93.0,935484,96.0,6080,45.0,0,0,2,0,Wednesday,0
2022-08-18,3077928,60.0,1283965,64.0,181136,58.0,150643,55.0,25701,92.0,982598,101.0,5834,44.0,0,0,3,0,Thursday,0
2022-08-19,2918737,57.0,1239929,61.0,164682,53.0,141791,52.0,24141,86.0,995590,102.0,5132,38.0,0,0,4,0,Friday,0
2022-08-20,2038622,69.0,875371,64.0,96552,72.0,97718,64.0,15903,96.0,952947,99.0,1699,36.0,0,1,5,0,Saturday,0
2022-08-21,1619422,68.0,692309,63.0,84669,81.0,81666,79.0,14617,81.0,918196,100.0,1272,35.0,0,1,6,0,Sunday,0
2022-08-22,2622885,51.0,1144254,57.0,160918,51.0,141482,52.0,21887,78.0,884589,91.0,5185,39.0,0,0,0,0,Monday,0
2022-08-23,2992615,58.0,1261782,63.0,173898,56.0,155953,57.0,24448,88.0,921483,95.0,5903,44.0,0,0,1,0,Tuesday,0
2022-08-24,3020710,59.0,1288092,64.0,177790,57.0,151169,55.0,25654,92.0,946975,97.0,6036,45.0,0,0,2,0,Wednesday,0
2022-08-25,3090901,60.0,1310134,65.0,177178,57.0,142659,52.0,24964,89.0,981024,101.0,6122,46.0,0,0,3,0,Thursday,0
2022-08-26,2863653,56.0,1217448,60.0,171765,55.0,133306,49.0,23417,84.0,967932,100.0,4969,37.0,0,0,4,0,Friday,0
2022-08-27,2066542,70.0,874084,64.0,103192,77.0,90006,59.0,15575,94.0,977708,102.0,2214,47.0,0,1,5,0,Saturday,0
2022-08-28,1651689,69.0,681823,62.0,86867,83.0,76296,73.0,14506,81.0,940460,102.0,1816,51.0,0,1,6,0,Sunday,0
2022-08-29,2836374,55.0,1263000,63.0,180588,58.0,140540,52.0,22503,81.0,927114,95.0,5705,43.0,0,0,0,0,Monday,0
2022-08-30,3091873,60.0,1326293,66.0,195986,63.0,152025,56.0,24300,87.0,934163,96.0,6228,47.0,0,0,1,0,Tuesday,0
2022-08-31,3144027,61.0,1342568,67.0,197154,63.0,149499,55.0,25541,91.0,972327,100.0,6261,47.0,0,0,2,0,Wednesday,0
2022-09-01,3114667,54.0,1338287,58.0,186311,57.0,140082,49.0,25382,85.0,997846,105.0,6189,36.0,0,0,3,0,Thursday,0
2022-09-02,2925306,51.0,1250956,54.0,185153,57.0,138009,48.0,24696,83.0,1006354,106.0,5307,31.0,0,0,4,0,Friday,0
2022-09-03,2116811,66.0,867750,62.0,116405,98.0,94997,62.0,15863,93.0,924383,97.0,2455,59.0,0,1,5,0,Saturday,0
2022-09-04,1802349,71.0,701646,64.0,97728,98.0,77386,74.0,15428,90.0,901892,102.0,1894,65.0,0,1,6,0,Sunday,0
2022-09-05,1691887,66.0,682671,62.0,93198,94.0,74585,71.0,9722,57.0,801463,91.0,1977,68.0,0,0,0,1,Monday,0
2022-09-06,3063503,53.0,1231759,53.0,190260,58.0,164255,57.0,24963,84.0,892569,94.0,6016,35.0,0,0,1,0,Tuesday,0
2022-09-07,3444556,60.0,1412342,61.0,203983,62.0,179628,62.0,26773,90.0,939358,99.0,6698,39.0,0,0,2,0,Wednesday,0
2022-09-08,3644407,63.0,1517502,65.0,199489,61.0,178788,62.0,27121,91.0,966189,101.0,7185,42.0,0,0,3,0,Thursday,0
2022-09-09,3481756,60.0,1492297,64.0,189930,58.0,161197,56.0,25627,86.0,1009058,106.0,6432,38.0,0,0,4,0,Friday,0
2022-09-10,2356865,73.0,914744,65.0,103789,88.0,98043,64.0,15345,90.0,982329,103.0,1948,47.0,0,1,5,0,Saturday,0
2022-09-11,1737251,68.0,659929,60.0,82638,83.0,72789,69.0,14467,84.0,862493,97.0,1275,44.0,0,1,6,0,Sunday,0
2022-09-12,3382150,59.0,1519324,65.0,187548,57.0,163430,57.0,24947,84.0,925590,97.0,6863,40.0,0,0,0,0,Monday,0
2022-09-13,3618354,63.0,1557686,67.0,200171,61.0,180183,62.0,26317,89.0,921108,97.0,7552,44.0,0,0,1,0,Tuesday,0
2022-09-14,3741978,65.0,1590666,68.0,202713,62.0,181619,63.0,28124,95.0,954907,100.0,7740,45.0,0,0,2,0,Wednesday,0
2022-09-15,3747731,65.0,1573907,68.0,197284,60.0,175672,61.0,27391,92.0,981703,103.0,7725,45.0,0,0,3,0,Thursday,0
2022-09-16,3502358,61.0,1501956,65.0,184424,56.0,155750,54.0,26025,88.0,1015255,107.0,6797,40.0,0,0,4,0,Friday,0
2022-09-17,2350888,73.0,916215,65.0,99403,84.0,101734,67.0,15828,92.0,971118,102.0,2693,65.0,0,1,5,0,Saturday,0
2022-09-18,1844317,72.0,712161,65.0,86329,87.0,79158,75.0,15588,91.0,935291,106.0,1944,66.0,0,1,6,0,Sunday,0
2022-09-19,3369999,58.0,1490926,64.0,187831,57.0,164392,57.0,24491,82.0,909943,96.0,7155,42.0,0,0,0,0,Monday,0
2022-09-20,3767024,65.0,1554448,67.0,203873,62.0,188771,65.0,26148,88.0,930442,98.0,7962,47.0,0,0,1,0,Tuesday,0
2022-09-21,3878782,67.0,1543632,66.0,204572,62.0,188361,65.0,27479,93.0,946181,99.0,8112,47.0,0,0,2,0,Wednesday,0
2022-09-22,3732919,65.0,1433737,62.0,190703,58.0,174952,61.0,26136,88.0,938754,99.0,7883,46.0,0,0,3,0,Thursday,0
2022-09-23,3626482,63.0,1413234,61.0,190670,58.0,168866,59.0,25738,87.0,981726,103.0,6902,40.0,0,0,4,0,Friday,0
2022-09-24,2377091,74.0,860948,61.0,98192,83.0,115822,76.0,15593,91.0,944900,99.0,1975,48.0,0,1,5,0,Saturday,0
2022-09-25,1759832,69.0,660871,60.0,81212,82.0,87366,83.0,14770,86.0,861534,97.0,1582,54.0,0,1,6,0,Sunday,0
2022-09-26,2812853,49.0,1206954,52.0,177235,54.0,153930,53.0,21532,73.0,868980,91.0,5848,34.0,0,0,0,0,Monday,0
2022-09-27,3204114,56.0,1290217,56.0,192275,59.0,176941,61.0,24344,82.0,886658,93.0,6744,39.0,0,0,1,0,Tuesday,0
2022-09-28,3712354,64.0,1541900,66.0,201525,62.0,179234,62.0,27423,92.0,930967,98.0,7903,46.0,0,0,2,0,Wednesday,0
2022-09-29,3707751,64.0,1503472,65.0,194288,59.0,173138,60.0,26857,90.0,960265,101.0,7738,45.0,0,0,3,0,Thursday,0
2022-09-30,3503239,61.0,1477082,64.0,181549,55.0,164028,57.0,26614,90.0,997765,105.0,6623,39.0,0,0,4,0,Friday,0
2022-10-01,2032983,61.0,758826,55.0,72081,64.0,80394,53.0,13718,78.0,820869,87.0,1855,41.0,0,1,5,0,Saturday,0
2022-10-02,1621851,66.0,591909,59.0,61918,68.0,68450,65.0,13897,76.0,793492,94.0,1302,34.0,0,1,6,0,Sunday,0
2022-10-03,3370048,59.0,1426633,63.0,173268,55.0,153913,53.0,25390,85.0,880633,95.0,6824,38.0,0,0,0,0,Monday,0
2022-10-04,3397689,59.0,1354099,60.0,181887,58.0,166868,57.0,25282,85.0,833631,90.0,6825,38.0,0,0,1,0,Tuesday,0
2022-10-05,3077346,54.0,1206674,54.0,176091,56.0,158117,54.0,24305,82.0,816200,88.0,6012,34.0,0,0,2,0,Wednesday,0
2022-10-06,3848909,67.0,1554806,69.0,203783,65.0,182247,63.0,28527,96.0,981805,106.0,7907,44.0,0,0,3,0,Thursday,0
2022-10-07,3591080,62.0,1480214,66.0,204261,65.0,166955,57.0,26725,90.0,1018633,110.0,6865,38.0,0,0,4,0,Friday,0
2022-10-08,2397249,72.0,888506,64.0,114687,101.0,110122,72.0,15448,87.0,965140,102.0,1975,43.0,0,1,5,0,Saturday,0
2022-10-09,1917721,78.0,691656,69.0,97984,108.0,88783,84.0,14776,80.0,911141,108.0,2200,58.0,0,1,6,0,Sunday,0
2022-10-10,2556722,44.0,1034288,46.0,163310,52.0,152488,52.0,17806,60.0,845129,91.0,4220,24.0,0,0,0,1,Monday,0
2022-10-11,3649405,63.0,1521587,68.0,203885,65.0,192887,66.0,26435,89.0,899509,97.0,7841,44.0,0,0,1,0,Tuesday,0
2022-10-12,3776129,66.0,1554226,69.0,203866,65.0,185488,64.0,28193,95.0,945786,102.0,7820,44.0,0,0,2,0,Wednesday,0
2022-10-13,3682799,64.0,1463795,65.0,195360,62.0,173174,60.0,26422,89.0,935038,101.0,7593,43.0,0,0,3,0,Thursday,0
2022-10-14,3578772,62.0,1468602,65.0,186594,59.0,170188,59.0,26877,90.0,1000719,108.0,6877,39.0,0,0,4,0,Friday,0
2022-10-15,2363501,71.0,914771,66.0,100804,89.0,108230,71.0,15945,90.0,964859,102.0,1897,42.0,0,1,5,0,Saturday,0
2022-10-16,1773903,72.0,705073,70.0,80395,88.0,85438,81.0,15338,84.0,898969,106.0,1385,37.0,0,1,6,0,Sunday,0
2022-10-17,3314497,58.0,1430672,63.0,182855,58.0,170716,59.0,24045,81.0,860596,93.0,6952,39.0,0,0,0,0,Monday,0
2022-10-18,3693627,64.0,1510826,67.0,199026,63.0,191540,66.0,26135,88.0,894481,96.0,7917,44.0,0,0,1,0,Tuesday,0
2022-10-19,3814404,66.0,1545140,69.0,202921,65.0,185202,64.0,28002,94.0,916246,99.0,7934,44.0,0,0,2,0,Wednesday,0
2022-10-20,3810901,66.0,1532692,68.0,201886,64.0,180234,62.0,27649,93.0,970479,105.0,7784,44.0,0,0,3,0,Thursday,0
2022-10-21,3570334,62.0,1452280,64.0,185797,59.0,166539,57.0,26385,89.0,997993,108.0,6848,38.0,0,0,4,0,Friday,0
2022-10-22,2430406,73.0,916539,66.0,97921,86.0,122863,81.0,15832,90.0,970862,103.0,90,2.0,0,1,5,0,Saturday,0
2022-10-23,1740520,71.0,668183,67.0,76024,83.0,83665,80.0,14434,79.0,872119,103.0,19,1.0,0,1,6,0,Sunday,0
2022-10-24,3357840,58.0,1432728,64.0,182390,58.0,161772,56.0,24643,83.0,887372,96.0,6929,39.0,0,0,0,0,Monday,0
2022-10-25,3712582,65.0,1512725,67.0,200671,64.0,183507,63.0,27080,91.0,903935,97.0,7864,44.0,0,0,1,0,Tuesday,0
2022-10-26,3794534,66.0,1539557,68.0,201843,64.0,181254,62.0,27891,94.0,932571,100.0,7978,45.0,0,0,2,0,Wednesday,0
2022-10-27,3892985,68.0,1543031,68.0,196789,63.0,179032,62.0,28035,94.0,971657,105.0,7848,44.0,0,0,3,0,Thursday,0
2022-10-28,3624748,63.0,1455834,65.0,179633,57.0,159109,55.0,26237,88.0,992291,107.0,6647,37.0,0,0,4,0,Friday,0
2022-10-29,2440601,73.0,912721,66.0,86888,77.0,102975,68.0,15778,89.0,949043,100.0,42,1.0,0,1,5,0,Saturday,0
2022-10-30,1875953,76.0,711004,71.0,69358,76.0,80576,77.0,15324,83.0,903170,107.0,5,0.0,0,1,6,0,Sunday,0
2022-10-31,3410892,59.0,1394453,62.0,177547,56.0,157055,54.0,24178,81.0,862337,93.0,6759,38.0,0,0,0,0,Monday,0
2022-11-01,3706707,66.0,1501329,69.0,196102,60.0,178425,62.0,26993,86.0,911552,97.0,7756,46.0,0,0,1,0,Tuesday,0
2022-11-02,3788123,67.0,1549724,71.0,198277,60.0,181158,63.0,28493,91.0,918835,97.0,7788,46.0,0,0,2,0,Wednesday,0
2022-11-03,3802455,67.0,1521975,70.0,197940,60.0,178498,62.0,28364,91.0,941513,100.0,7676,45.0,0,0,3,0,Thursday,0
2022-11-04,3586358,64.0,1459619,67.0,180084,55.0,161378,56.0,27340,88.0,975347,103.0,6813,40.0,0,0,4,0,Friday,0
2022-11-05,2449943,78.0,918127,70.0,96845,84.0,110793,73.0,16790,99.0,940206,103.0,2628,76.0,0,1,5,0,Saturday,0
2022-11-06,2116063,84.0,648085,65.0,92648,98.0,94517,91.0,13926,74.0,779295,95.0,3122,102.0,0,1,6,0,Sunday,0
2022-11-07,3456868,61.0,1478731,68.0,190295,58.0,168401,59.0,26193,84.0,901997,96.0,7365,43.0,0,0,0,0,Monday,0
2022-11-08,3431700,61.0,1356894,62.0,201028,61.0,183142,64.0,25939,83.0,888462,94.0,6463,38.0,0,0,1,0,Tuesday,0
2022-11-09,3772030,67.0,1517250,69.0,199030,61.0,180581,63.0,28589,92.0,921392,98.0,7722,45.0,0,0,2,0,Wednesday,0
2022-11-10,3802230,67.0,1516812,69.0,203722,62.0,180584,63.0,28385,91.0,976695,104.0,7749,46.0,0,0,3,0,Thursday,0
2022-11-11,2994708,119.0,1077574,108.0,172756,183.0,154511,148.0,20634,110.0,870209,106.0,4558,149.0,0,0,4,1,Friday,0
2022-11-12,2431419,77.0,893837,68.0,94911,82.0,106101,70.0,15153,89.0,889070,98.0,2262,65.0,0,1,5,0,Saturday,0
2022-11-13,1794024,71.0,662034,66.0,76869,81.0,76460,73.0,15544,83.0,859975,104.0,1658,54.0,0,1,6,0,Sunday,0
2022-11-14,3401075,60.0,1441705,66.0,181582,55.0,165573,58.0,25728,82.0,889804,94.0,7135,42.0,0,0,0,0,Monday,0
2022-11-15,3713627,66.0,1483782,68.0,196179,60.0,182790,64.0,28155,90.0,903257,96.0,7776,46.0,0,0,1,0,Tuesday,0
2022-11-16,3751773,67.0,1484607,68.0,194893,59.0,179233,63.0,28574,92.0,912685,97.0,7589,45.0,0,0,2,0,Wednesday,0
2022-11-17,3797815,67.0,1493119,68.0,193797,59.0,178147,62.0,28778,92.0,962670,102.0,7633,45.0,0,0,3,0,Thursday,0
2022-11-18,3539202,63.0,1412974,65.0,183576,56.0,161777,57.0,27236,87.0,981421,104.0,6546,38.0,0,0,4,0,Friday,0
2022-11-19,2323449,74.0,864766,66.0,97654,85.0,101076,67.0,16076,95.0,929687,102.0,1630,47.0,0,1,5,0,Saturday,0
2022-11-20,1721187,68.0,645986,65.0,74524,79.0,74870,72.0,15556,83.0,830876,101.0,1079,35.0,0,1,6,0,Sunday,0
2022-11-21,3363626,60.0,1393031,64.0,185570,57.0,166517,58.0,25766,83.0,896487,95.0,7017,41.0,0,0,0,0,Monday,0
2022-11-22,3548882,63.0,1447618,66.0,200264,61.0,183771,64.0,27957,90.0,982740,104.0,7462,44.0,0,0,1,0,Tuesday,0
2022-11-23,3263998,58.0,1358016,62.0,210438,64.0,184135,64.0,25032,80.0,983719,104.0,6862,40.0,0,0,2,0,Wednesday,0
2022-11-24,1382266,55.0,515903,52.0,90771,96.0,90057,87.0,18369,98.0,859064,104.0,2006,65.0,0,0,3,1,Thursday,0
2022-11-25,2058658,82.0,842892,85.0,163354,173.0,148368,143.0,12834,68.0,766290,93.0,3361,110.0,0,0,4,0,Friday,0
2022-11-26,1999608,63.0,781665,59.0,105304,91.0,106685,71.0,12576,74.0,852829,94.0,2286,66.0,0,1,5,0,Saturday,0
2022-11-27,1476228,59.0,562073,56.0,79973,85.0,76680,74.0,13063,69.0,814703,99.0,1408,46.0,0,1,6,0,Sunday,0
2022-11-28,3265971,58.0,1397963,64.0,186710,57.0,163694,57.0,24969,80.0,904337,96.0,7120,42.0,0,0,0,0,Monday,0
2022-11-29,3596894,64.0,1455294,66.0,192494,59.0,181370,63.0,27009,87.0,891057,94.0,7510,44.0,0,0,1,0,Tuesday,0
2022-11-30,3568413,63.0,1356729,62.0,189152,58.0,177367,62.0,26469,85.0,857882,91.0,7204,42.0,0,0,2,0,Wednesday,0
2022-12-01,3770495,71.0,1459934,73.0,181825,58.0,166856,60.0,27018,93.0,931376,105.0,7538,48.0,0,0,3,0,Thursday,0
2022-12-02,3600504,67.0,1395642,70.0,172860,55.0,152746,55.0,27007,93.0,933219,105.0,6576,42.0,0,0,4,0,Friday,0
2022-12-03,2291687,69.0,760109,60.0,87730,68.0,89976,57.0,15540,90.0,815868,92.0,1467,30.0,0,1,5,0,Saturday,0
2022-12-04,1990479,78.0,681713,70.0,81381,76.0,80173,75.0,15763,88.0,804122,101.0,1266,37.0,0,1,6,0,Sunday,0
2022-12-05,3481640,65.0,1429308,71.0,183238,58.0,164873,59.0,26409,91.0,873767,99.0,7013,45.0,0,0,0,0,Monday,0
2022-12-06,3753299,70.0,1414979,71.0,195892,62.0,178862,64.0,27305,94.0,878388,99.0,7447,48.0,0,0,1,0,Tuesday,0
2022-12-07,3835333,72.0,1442871,72.0,194436,62.0,178345,64.0,27941,96.0,899007,101.0,7526,48.0,0,0,2,0,Wednesday,0
2022-12-08,3931499,74.0,1480877,74.0,192958,61.0,182314,65.0,28292,97.0,948091,107.0,7541,48.0,0,0,3,0,Thursday,0
2022-12-09,3710928,69.0,1386473,69.0,185104,59.0,165147,59.0,26213,90.0,964167,109.0,6379,41.0,0,0,4,0,Friday,0
2022-12-10,2663493,80.0,869320,69.0,112142,88.0,119858,76.0,16232,94.0,900034,102.0,1873,38.0,0,1,5,0,Saturday,0
2022-12-11,1865579,73.0,618870,63.0,77607,73.0,74273,69.0,14949,84.0,777867,98.0,1103,32.0,0,1,6,0,Sunday,0
2022-12-12,3466978,65.0,1384864,69.0,182973,58.0,163516,59.0,25771,88.0,876300,99.0,6838,44.0,0,0,0,0,Monday,0
2022-12-13,3763568,70.0,1437228,72.0,197613,63.0,183214,66.0,28234,97.0,908198,103.0,7570,49.0,0,0,1,0,Tuesday,0
2022-12-14,3777173,71.0,1435020,72.0,196921,62.0,183484,66.0,29081,100.0,940858,106.0,7400,47.0,0,0,2,0,Wednesday,0
2022-12-15,3726154,70.0,1363160,68.0,191261,61.0,173709,62.0,27034,93.0,931870,105.0,7001,45.0,0,0,3,0,Thursday,0
2022-12-16,3270016,61.0,1221634,61.0,170615,54.0,151244,54.0,24074,83.0,917332,104.0,5823,37.0,0,0,4,0,Friday,0
2022-12-17,2577771,78.0,884283,70.0,114272,89.0,123286,78.0,16788,97.0,933667,106.0,2071,42.0,0,1,5,0,Saturday,0
2022-12-18,1967199,77.0,668994,68.0,87146,82.0,87425,81.0,16036,90.0,842911,106.0,1487,44.0,0,1,6,0,Sunday,0
2022-12-19,3381411,63.0,1352455,68.0,178278,56.0,159383,57.0,25529,88.0,886717,100.0,6591,42.0,0,0,0,0,Monday,0
2022-12-20,3586084,67.0,1398728,70.0,191991,61.0,173346,62.0,27148,93.0,923333,104.0,7046,45.0,0,0,1,0,Tuesday,0
2022-12-21,3563236,67.0,1393290,70.0,191684,61.0,168379,60.0,28480,98.0,953676,108.0,6993,45.0,0,0,2,0,Wednesday,0
2022-12-22,3187083,60.0,1269330,63.0,177675,56.0,147366,53.0,25244,87.0,936662,106.0,5728,37.0,0,0,3,0,Thursday,0
2022-12-23,2738016,51.0,1057686,53.0,163716,52.0,138857,50.0,20359,70.0,812831,92.0,4523,29.0,0,0,4,0,Friday,0
2022-12-24,1411469,43.0,497129,39.0,61701,48.0,60373,38.0,12759,74.0,746316,84.0,1304,26.0,0,1,5,0,Saturday,0
2022-12-25,1008452,40.0,321245,33.0,51896,49.0,47454,44.0,13709,77.0,730783,92.0,1005,30.0,0,1,6,1,Sunday,0
2022-12-26,1812842,71.0,644828,66.0,87401,82.0,89137,83.0,9327,52.0,764686,96.0,2214,65.0,0,0,0,1,Monday,0
2022-12-27,2729514,51.0,1027687,51.0,178880,57.0,156503,56.0,21363,73.0,881989,100.0,5228,34.0,0,0,1,0,Tuesday,0
2022-12-28,2947028,55.0,1088279,54.0,182226,58.0,163499,59.0,23571,81.0,891790,101.0,5407,35.0,0,0,2,0,Wednesday,0
2022-12-29,3039432,57.0,1099513,55.0,189075,60.0,167129,60.0,23200,80.0,916565,103.0,5597,36.0,0,0,3,0,Thursday,0
2022-12-30,3063480,57.0,1087122,54.0,193989,61.0,176215,63.0,22951,79.0,926881,105.0,5338,34.0,0,0,4,0,Friday,0
2022-12-31,1927101,58.0,651474,51.0,81590,64.0,81198,52.0,14090,82.0,686434,78.0,1847,37.0,0,1,5,0,Saturday,0
2023-01-01,1675507,80.0,475226,52.0,67722,82.0,66309,73.0,11476,85.0,737533,108.0,1771,65.0,0,1,6,1,Sunday,0
2023-01-02,1938154,93.0,739507,81.0,76247,92.0,72403,80.0,10136,75.0,692984,102.0,2671,98.0,0,0,0,1,Monday,0
2023-01-03,3175777,62.0,1268913,62.0,179109,59.0,167136,62.0,24868,88.0,815532,94.0,6853,42.0,0,0,1,0,Tuesday,0
2023-01-04,3413052,66.0,1391449,68.0,182834,61.0,170847,63.0,26848,95.0,839120,97.0,7282,44.0,0,0,2,0,Wednesday,0
2023-01-05,3428520,67.0,1378698,67.0,175278,58.0,166642,62.0,26808,95.0,859218,99.0,7042,43.0,0,0,3,0,Thursday,0
2023-01-06,3229858,63.0,1319595,64.0,161259,53.0,142524,53.0,25824,91.0,873654,101.0,6050,37.0,0,0,4,0,Friday,0
2023-01-07,2116138,78.0,806981,67.0,87215,90.0,85244,66.0,14828,102.0,808570,106.0,2297,56.0,0,1,5,0,Saturday,0
2023-01-08,1610764,77.0,628612,68.0,68647,83.0,64893,72.0,15157,112.0,739656,108.0,1529,56.0,0,1,6,0,Sunday,0
2023-01-09,3145743,61.0,1353638,66.0,173594,57.0,157335,58.0,24923,88.0,829372,95.0,6629,40.0,0,0,0,0,Monday,0
2023-01-10,3469177,67.0,1412543,69.0,196817,65.0,179530,67.0,27309,97.0,859974,99.0,7414,45.0,0,0,1,0,Tuesday,0
2023-01-11,3508962,68.0,1421914,69.0,188904,63.0,174349,65.0,27991,99.0,864282,99.0,7166,44.0,0,0,2,0,Wednesday,0
2023-01-12,3472709,68.0,1364715,67.0,188850,62.0,168701,63.0,27119,96.0,881579,101.0,7150,44.0,0,0,3,0,Thursday,0
2023-01-13,3270020,64.0,1345748,66.0,167475,55.0,147885,55.0,26085,92.0,922864,106.0,6042,37.0,0,0,4,0,Friday,0
2023-01-14,2072387,77.0,785952,66.0,84718,87.0,83565,64.0,15407,106.0,817979,107.0,2059,50.0,0,1,5,0,Saturday,0
2023-01-15,1705804,82.0,621041,68.0,72479,88.0,70493,78.0,15198,113.0,757778,111.0,1510,55.0,0,1,6,0,Sunday,0
2023-01-16,2172218,104.0,884152,96.0,82416,100.0,75892,84.0,14617,108.0,812347,119.0,3140,115.0,0,0,0,1,Monday,0
2023-01-17,3451604,67.0,1399573,68.0,193345,64.0,183674,68.0,27214,96.0,870650,100.0,7492,46.0,0,0,1,0,Tuesday,0
2023-01-18,3603344,70.0,1449590,71.0,198264,66.0,182209,68.0,29223,103.0,877542,101.0,7488,46.0,0,0,2,0,Wednesday,0
2023-01-19,3492226,68.0,1327804,65.0,179752,59.0,170122,63.0,26737,95.0,862336,99.0,6925,42.0,0,0,3,0,Thursday,0
2023-01-20,3375887,66.0,1383181,68.0,173943,58.0,150003,56.0,26548,94.0,915022,105.0,6192,38.0,0,0,4,0,Friday,0
2023-01-21,2137169,79.0,823236,69.0,88435,91.0,84763,65.0,15580,107.0,826850,108.0,2058,50.0,0,1,5,0,Saturday,0
2023-01-22,1593386,76.0,611151,67.0,64883,78.0,61728,68.0,14721,109.0,744230,109.0,1479,54.0,0,1,6,0,Sunday,0
2023-01-23,3135214,61.0,1281037,63.0,172927,57.0,155439,58.0,25087,89.0,809261,93.0,6210,38.0,0,0,0,0,Monday,0
2023-01-24,3566756,69.0,1410676,69.0,196319,65.0,182127,68.0,27701,98.0,863886,99.0,7335,45.0,0,0,1,0,Tuesday,0
2023-01-25,3511071,68.0,1342717,66.0,188247,62.0,171748,64.0,26738,95.0,815210,94.0,6937,42.0,0,0,2,0,Wednesday,0
2023-01-26,3629029,71.0,1408545,69.0,190219,63.0,173696,65.0,27061,96.0,890830,103.0,7093,43.0,0,0,3,0,Thursday,0
2023-01-27,3335372,65.0,1341589,66.0,178881,59.0,149763,56.0,26826,95.0,920095,106.0,6051,37.0,0,0,4,0,Friday,0
2023-01-28,2248107,83.0,861680,72.0,98609,101.0,89845,69.0,15577,107.0,841863,110.0,2333,57.0,0,1,5,0,Saturday,0
2023-01-29,1637398,78.0,647923,71.0,73109,88.0,65422,72.0,15371,114.0,764625,112.0,1694,62.0,0,1,6,0,Sunday,0
2023-01-30,3223530,63.0,1371537,67.0,180476,60.0,159176,59.0,25676,91.0,850406,98.0,6624,40.0,0,0,0,0,Monday,0
2023-01-31,3654404,71.0,1365926,67.0,198755,66.0,183484,68.0,27308,97.0,852930,98.0,7593,46.0,0,0,1,0,Tuesday,0
2023-02-01,3682758,68.0,1460146,68.0,184043,61.0,169846,63.0,28492,97.0,868518,98.0,7588,47.0,0,0,2,0,Wednesday,0
2023-02-02,3699932,68.0,1478477,69.0,187799,62.0,169864,63.0,27917,95.0,894790,101.0,7457,46.0,0,0,3,0,Thursday,0
